AGENCY #,AGENCY TITLE,ROLE,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,24939
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,24169
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,14987
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,26811
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,24169
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Part-Time,9766
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,24169
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,24939
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,28745
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Part-Time,12668
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,29972
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,29972
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,24939
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,24169
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,25854
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,25854
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,27871
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,31158
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,13937
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,16155
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,18127
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,20108
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,24939
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,19391
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,13406
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,33936
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,26811
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,25854
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,25854
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,24939
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,31158
58090,OUS - ACME University,Office Specialist 1,Classified Staff,Full-Time,25854
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,29972
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,27871
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,31158
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,37127
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,32551
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,31158
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,27871
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,27871
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,35463
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,24414
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,19459
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,14987
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,28745
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,37127
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,26811
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,29972
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,26811
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,19459
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,27871
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,26811
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,35463
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,27871
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,26811
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,91235
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,32551
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,27871
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,35463
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,32551
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,31158
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,35463
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,31158
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,37127
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,31158
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,28745
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,29972
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,27871
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,21559
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,31158
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,17247
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,32551
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,31158
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,29972
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,27871
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,31158
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,35463
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,29972
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,32551
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,29972
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,16277
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,19459
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,37127
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,24169
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,27846
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,27871
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,14373
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,32551
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,37127
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,28745
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,29972
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,37127
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,35463
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,31158
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,27871
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,32551
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,26811
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,35463
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,29972
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,35463
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,31158
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,20367
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,29972
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,31158
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,32551
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,35463
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,29972
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,33945
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,32551
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,35463
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,26811
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,28745
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,14373
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,38916
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,32551
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,29972
58090,OUS - ACME University,Office Specialist 2,Classified Staff,Full-Time,37127
58090,OUS - ACME University,Oper Systems-Network Analyst,Classified Staff,Full-Time,74688
58090,OUS - ACME University,Oper Systems-Network Analyst,Classified Staff,Full-Time,65928
58090,OUS - ACME University,Oper Systems-Network Analyst,Classified Staff,Full-Time,67524
58090,OUS - ACME University,Oper Systems-Network Analyst,Classified Staff,Full-Time,64284
58090,OUS - ACME University,Oper Systems-Network Analyst,Classified Staff,Full-Time,72072
58090,OUS - ACME University,Oper Systems-Network Analyst,Classified Staff,Full-Time,70464
58090,OUS - ACME University,Oper Systems-Network Analyst,Classified Staff,Full-Time,59244
58090,OUS - ACME University,Oper Systems-Network Analyst,Classified Staff,Full-Time,82200
58090,OUS - ACME University,Oper Systems-Network Analyst,Classified Staff,Full-Time,58896
58090,OUS - ACME University,Oper Systems-Network Analyst,Classified Staff,Full-Time,51948
58090,OUS - ACME University,Oper Systems-Network Analyst,Classified Staff,Full-Time,69132
58090,OUS - ACME University,Oper Systems-Network Analyst,Classified Staff,Full-Time,60048
58090,OUS - ACME University,Oper Systems-Network Analyst,Classified Staff,Full-Time,59364
58090,OUS - ACME University,Oper Systems-Network Analyst,Classified Staff,Full-Time,54900
